model_name,question_id,question_type,question_text,prompt_type,response,is_correct,latency,final_answer,consistency_score,consistency_agreement_rate,consistency_most_common,consistency_unique_answers
llama,q1,math,Câu hỏi math q1,zero_shot,Câu trả lời của llama cho q1 sử dụng zero_shot,True,2.5344094921319718,,,,,
llama,q1,math,Câu hỏi math q1,few_shot,Câu trả lời của llama cho q1 sử dụng few_shot,True,1.3103799446517153,,,,,
llama,q1,math,Câu hỏi math q1,cot,Câu trả lời của llama cho q1 sử dụng cot,True,0.7132878230878993,,,,,
llama,q1,math,Câu hỏi math q1,cot_self_consistency_3,Đáp án q1 là A (run 1),True,2.540185885294484,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_3,Đáp án q1 là A (run 2),True,2.9697350405412126,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_3,Đáp án q1 là A (run 3),True,2.104400781416738,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_5,Đáp án q1 là B (run 1),False,1.598849423587864,B,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_5,Đáp án q1 là A (run 2),True,2.5212906597861147,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_5,Đáp án q1 là A (run 3),True,2.872159212263094,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_5,Đáp án q1 là A (run 4),True,1.3762386814645415,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_5,Đáp án q1 là A (run 5),True,2.2477414846925576,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_7,Đáp án q1 là A (run 1),True,1.4087653454781228,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_7,Đáp án q1 là A (run 2),True,0.9833994910193207,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_7,Đáp án q1 là A (run 3),True,2.442161756670635,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_7,Đáp án q1 là A (run 4),True,1.0470242893158779,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_7,Đáp án q1 là A (run 5),True,1.0812093526335254,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_7,Đáp án q1 là A (run 6),True,1.9554881577314722,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,math,Câu hỏi math q1,cot_self_consistency_7,Đáp án q1 là B (run 7),False,0.910156133548899,B,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,reasoning,Câu hỏi reasoning q1,zero_shot,Câu trả lời của llama cho q1 sử dụng zero_shot,True,1.1255739845250279,,,,,
llama,q1,reasoning,Câu hỏi reasoning q1,few_shot,Câu trả lời của llama cho q1 sử dụng few_shot,True,1.6989823038683287,,,,,
llama,q1,reasoning,Câu hỏi reasoning q1,cot,Câu trả lời của llama cho q1 sử dụng cot,True,2.179967771622245,,,,,
llama,q1,reasoning,Câu hỏi reasoning q1,cot_self_consistency_3,Đáp án q1 là A (run 1),True,1.6251916397498354,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,reasoning,Câu hỏi reasoning q1,cot_self_consistency_3,Đáp án q1 là A (run 2),True,2.308981700035271,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,reasoning,Câu hỏi reasoning q1,cot_self_consistency_3,Đáp án q1 là A (run 3),True,0.7071071573605571,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,reasoning,Câu hỏi reasoning q1,cot_self_consistency_5,Đáp án q1 là A (run 1),True,2.9983594017633357,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,reasoning,Câu hỏi reasoning q1,cot_self_consistency_5,Đáp án q1 là A (run 2),True,2.2747468575987186,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,reasoning,Câu hỏi reasoning q1,cot_self_consistency_5,Đáp án q1 là A (run 3),True,2.955809126963622,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,reasoning,Câu hỏi reasoning q1,cot_self_consistency_5,Đáp án q1 là A (run 4),True,0.7953038207526701,A,0.9111111111111111,0.9111111111111111,A,3.0
llama,q1,reasoning,Câu hỏi reasoning q1,cot_self_consistency_5,Đáp án q1 là A (run 5),True,2.8321694904666215,A,0.9111111111111111,0.9111111111111111,A,3.0
